Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Bsmt Qual,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Cars,Wood Deck SF,Open Porch SF,Enclosed Porch,Property Age,Yrs Since Remod,MS Zoning_FV,MS Zoning_RL,MS Zoning_RM,Neighborhood_BrkSide,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,House Style_2Story,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Garage Type_Attchd,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_NA,SalePrice
84.0,10933,9,5,242.0,4,5,6,1021.0,1555.0,4,0,1680,1,1,4,1,3.0,185,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,323262
65.0,8450,7,5,0.0,3,4,6,699.0,1337.0,4,0,1337,2,3,3,0,2.0,0,39,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,185000
60.0,8550,6,8,0.0,2,3,4,574.0,816.0,4,0,816,1,2,2,1,1.0,228,0,40,72,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,129800
95.0,12182,7,5,226.0,3,4,4,1201.0,1541.0,4,0,1541,2,3,3,1,2.0,0,70,0,5,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,220000
51.0,6120,4,7,0.0,2,3,1,0.0,884.0,4,584,1573,1,3,3,0,1.0,0,0,54,74,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,133000
60.0,10800,4,7,0.0,2,3,1,0.0,832.0,2,629,1461,2,4,2,0,1.0,0,204,0,60,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,133500
68.73849737914968,12760,6,5,0.0,2,3,1,0.0,1958.0,2,0,2048,3,5,2,0,2.0,0,0,0,34,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,170000
68.73849737914968,7655,6,5,0.0,2,4,1,0.0,903.0,3,732,1642,2,3,2,1,2.0,290,84,0,14,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,168000
60.0,10560,6,7,0.0,2,2,3,283.0,738.0,4,602,1470,1,2,2,0,2.0,0,0,0,88,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,140750
60.0,7500,6,5,0.0,2,4,1,0.0,938.0,4,1342,2299,3,5,2,1,2.0,188,30,0,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,204000
68.73849737914968,9505,7,5,180.0,3,4,1,0.0,884.0,4,1151,2035,2,3,3,1,2.0,144,48,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,222500
69.0,10205,5,5,0.0,2,3,4,784.0,925.0,2,0,999,1,3,2,0,1.0,150,72,0,44,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,134500
45.0,4379,8,5,0.0,3,4,6,851.0,1378.0,4,0,1378,2,2,3,1,2.0,160,56,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,214000
65.0,7800,5,7,0.0,2,4,3,507.0,793.0,2,325,1118,1,3,2,1,2.0,0,0,0,67,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,119900
92.0,12108,4,4,270.0,2,3,5,133.0,1440.0,2,0,1440,2,4,1,0,0.0,0,0,0,53,53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,118000
70.0,7000,5,7,45.0,2,3,3,588.0,1010.0,4,0,1134,1,2,2,0,1.0,0,16,0,47,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,135000
64.0,13053,6,7,0.0,2,3,1,0.0,833.0,3,795,1848,1,4,3,1,2.0,0,0,0,85,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,207000
60.0,8400,6,5,0.0,2,3,3,423.0,1181.0,1,304,1694,2,4,2,1,2.0,342,0,128,83,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,136500
50.0,6000,4,7,0.0,2,3,1,0.0,901.0,4,0,901,1,2,2,0,1.0,0,0,0,54,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,107900
68.73849737914968,6240,6,5,0.0,2,3,2,52.0,861.0,3,548,1409,1,3,2,1,2.0,225,0,84,69,57,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,126000
141.0,31770,6,5,112.0,2,3,4,639.0,1080.0,1,0,1656,1,3,2,2,2.0,210,62,0,50,50,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,215000
96.0,12474,10,5,272.0,4,5,6,1280.0,1682.0,4,590,2332,2,3,4,1,3.0,196,134,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,426000
80.0,9600,5,7,0.0,3,3,5,607.0,1113.0,3,0,1113,1,3,3,1,1.0,0,80,120,59,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,147000
64.0,8574,6,8,0.0,3,3,1,0.0,816.0,4,0,1232,1,3,3,1,2.0,0,0,180,93,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,147500
104.0,14418,9,5,480.0,4,5,6,1375.0,1950.0,4,0,1950,2,2,4,1,3.0,156,207,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,383000
80.0,10400,7,5,102.0,2,4,6,929.0,1845.0,3,0,1872,2,3,2,1,2.0,197,39,0,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,241500
63.0,15564,6,6,0.0,2,4,1,0.0,676.0,4,588,1264,1,3,2,0,2.0,424,0,0,94,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,147500
101.0,13543,8,5,130.0,3,5,6,16.0,1168.0,4,1332,2500,3,5,4,1,3.0,192,32,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,355000
50.0,6130,5,6,0.0,2,3,5,784.0,784.0,3,0,784,1,2,3,0,0.0,0,0,116,84,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,109500
50.0,5925,2,4,0.0,2,0,0,0.0,0.0,1,0,612,1,1,2,0,1.0,0,0,25,69,59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,45000
68.73849737914968,24090,7,7,0.0,2,3,1,0.0,1032.0,4,1196,2403,2,4,2,2,1.0,56,0,318,70,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,244400
80.0,9600,6,5,238.0,2,3,6,1285.0,1416.0,2,0,1644,1,3,2,2,2.0,110,0,0,56,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,167000
65.0,8158,7,5,214.0,3,4,1,0.0,860.0,4,869,1729,2,3,3,0,2.0,386,63,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,200000
50.0,5220,5,3,0.0,2,3,1,0.0,830.0,3,0,879,1,2,2,0,1.0,0,108,0,70,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,80000
60.0,8172,5,7,0.0,2,3,3,167.0,864.0,2,0,864,1,2,2,0,2.0,0,0,0,51,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,115000
72.0,9000,6,5,74.0,2,4,2,616.0,1196.0,3,0,1196,1,2,2,1,1.0,0,44,0,52,52,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,139000
74.0,7844,6,7,203.0,2,3,5,209.0,672.0,2,728,1400,1,3,2,1,2.0,0,0,0,28,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,149500
60.0,9084,4,5,0.0,2,3,1,0.0,755.0,2,755,1510,1,4,2,1,1.0,120,0,0,69,59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,108000
60.0,10800,4,7,0.0,2,0,0,0.0,0.0,2,600,1294,2,3,2,0,0.0,220,114,210,108,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,106250
74.0,8556,7,5,0.0,3,4,1,0.0,1240.0,4,0,1240,2,2,3,0,3.0,140,93,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,194000
70.0,9100,5,4,51.0,2,3,2,36.0,988.0,4,0,988,1,3,2,0,2.0,0,0,0,44,44,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,129500
63.0,8668,5,5,0.0,2,3,1,0.0,1560.0,2,0,1560,2,4,2,0,3.0,0,0,0,39,39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,126000
70.0,11767,5,5,0.0,2,2,3,1078.0,1078.0,2,0,1368,1,3,2,0,1.0,0,41,211,59,59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,120000
70.0,8400,7,5,109.0,3,4,6,712.0,1473.0,4,0,1484,2,3,3,0,2.0,0,35,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,213000
40.0,3874,8,5,0.0,3,4,6,807.0,1226.0,2,0,1226,1,1,3,1,2.0,133,78,0,26,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,190000
68.73849737914968,8076,6,6,112.0,2,4,6,705.0,1160.0,3,0,1169,2,3,2,1,2.0,0,26,0,13,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,183500
93.0,10090,7,5,364.0,2,3,3,242.0,725.0,2,616,1651,2,4,2,2,1.0,460,46,0,44,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,172000
67.0,8877,4,6,0.0,2,3,5,690.0,816.0,4,0,816,1,2,2,1,1.0,0,0,0,71,51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,100000
85.0,11058,7,6,212.0,3,4,6,56.0,1564.0,4,0,1564,2,3,3,0,3.0,0,24,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,218836
60.0,10800,6,7,0.0,2,2,1,0.0,482.0,4,691,1912,2,3,2,1,2.0,0,25,212,103,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,163000
59.0,10936,7,5,0.0,3,4,1,0.0,1510.0,4,0,1525,2,3,3,1,2.0,100,18,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,206580
65.0,8461,6,5,0.0,3,4,1,0.0,728.0,4,728,1456,2,3,3,1,2.0,0,24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,163990
60.0,7518,5,8,0.0,1,2,1,0.0,396.0,3,665,1330,1,3,2,0,1.0,0,72,45,96,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,116500
68.73849737914968,8010,7,5,0.0,3,4,1,0.0,840.0,4,880,1720,2,3,3,1,2.0,138,48,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,188000
68.73849737914968,10050,5,6,87.0,2,3,6,602.0,793.0,4,0,1280,2,3,2,1,2.0,140,40,0,41,41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,175000
38.0,4740,8,5,0.0,3,4,6,248.0,1166.0,3,0,1179,2,2,2,0,2.0,0,108,0,19,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,182000
60.0,6978,5,7,0.0,3,3,1,0.0,850.0,2,0,960,1,2,2,0,2.0,0,0,116,81,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,103000
68.73849737914968,11400,10,5,705.0,4,5,6,1282.0,2633.0,4,0,2633,2,2,4,2,3.0,314,140,0,6,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,466500
66.0,9240,6,8,0.0,3,3,5,708.0,988.0,2,0,988,2,3,3,0,1.0,156,0,0,50,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,149500
24.0,2304,7,7,0.0,2,4,6,632.0,1061.0,2,0,1055,2,2,2,0,1.0,108,32,0,29,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,142500
54.0,7223,5,5,0.0,2,3,4,319.0,1290.0,2,0,1422,1,3,2,0,1.0,0,0,64,81,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,136500
68.73849737914968,3612,6,5,0.0,2,4,6,338.0,630.0,4,690,1320,2,3,2,0,2.0,0,48,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,137000
63.0,12680,7,6,102.0,3,4,6,983.0,1675.0,4,0,1688,2,2,4,1,2.0,0,48,0,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,226500
85.0,10176,7,5,0.0,2,4,6,637.0,1300.0,3,0,1341,1,2,3,1,2.0,192,0,0,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,171500
55.0,10780,5,5,0.0,2,3,5,483.0,911.0,3,0,954,1,3,2,0,2.0,0,0,0,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,132500
68.73849737914968,8544,3,4,340.0,2,0,0,0.0,0.0,1,0,1040,2,2,2,0,2.0,0,0,0,57,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,87500
79.0,10646,7,5,513.0,2,3,6,681.0,858.0,4,917,1789,2,3,2,1,2.0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,223000
80.0,8400,6,9,237.0,3,3,1,0.0,1319.0,2,0,1537,1,3,3,1,2.0,0,36,0,46,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,174000
85.0,15428,5,6,0.0,2,3,3,741.0,884.0,4,0,884,1,2,2,0,1.0,0,0,0,55,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,142000
81.0,11216,8,5,0.0,3,4,1,0.0,1489.0,4,0,1489,2,3,3,1,2.0,0,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,232600
78.0,10140,6,6,99.0,2,3,5,663.0,1040.0,1,0,1309,1,3,3,1,2.0,265,0,0,32,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,181000
42.0,3964,6,4,0.0,2,4,5,837.0,942.0,3,1230,2521,2,5,2,1,2.0,728,20,0,33,33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,151400
98.0,11428,8,5,248.0,3,4,1,0.0,1626.0,4,0,1634,2,3,3,1,3.0,0,44,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,250000
80.0,10421,7,5,42.0,2,4,6,394.0,980.0,2,734,1714,2,3,2,1,2.0,228,66,156,22,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,196500
75.0,13500,7,8,0.0,2,3,1,0.0,819.0,2,1142,2454,2,3,2,1,2.0,0,148,150,128,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,185000
75.0,9000,6,5,200.0,2,3,4,955.0,1216.0,2,0,1216,1,3,2,0,1.0,0,0,0,40,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,113000
60.0,8089,8,6,0.0,3,4,6,945.0,1419.0,4,0,1419,2,2,3,1,2.0,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,392000
35.0,9400,6,5,250.0,2,4,6,945.0,945.0,2,0,980,2,4,2,0,0.0,0,0,0,31,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,127500
24.0,2117,6,5,216.0,3,4,6,417.0,756.0,4,804,1573,2,3,3,0,2.0,0,32,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,177000
85.0,10625,6,5,353.0,3,4,1,0.0,1158.0,4,1285,2443,2,4,3,1,3.0,193,127,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,265000
106.0,8413,8,5,0.0,3,5,6,901.0,1220.0,4,1142,2362,2,3,3,2,2.0,147,0,36,9,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,312500
75.0,13500,10,9,0.0,4,3,1,0.0,1237.0,3,1254,2775,3,3,3,1,2.0,105,502,0,115,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,325000
68.73849737914968,15676,8,8,115.0,3,4,5,1733.0,2014.0,3,0,2014,2,2,3,2,3.0,462,0,0,29,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,275000
82.0,9950,7,5,290.0,3,4,6,565.0,1203.0,4,1306,2520,2,4,3,1,3.0,224,114,0,12,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,290000
39.0,15410,6,6,250.0,2,3,4,126.0,1208.0,4,0,1494,2,3,2,2,2.0,296,0,186,36,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169000
50.0,6000,5,7,0.0,2,3,2,616.0,616.0,3,0,616,1,2,2,0,1.0,0,0,129,85,56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,89000
63.0,8402,6,5,0.0,2,4,1,0.0,789.0,3,676,1465,2,3,2,1,2.0,0,75,0,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,180400
85.0,10655,8,5,296.0,3,4,6,1124.0,3206.0,4,0,1629,2,3,3,1,3.0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,284000
70.0,10150,5,5,1.0,2,3,3,456.0,912.0,4,0,912,1,2,2,0,1.0,0,0,0,49,49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,114500
84.0,10084,7,5,196.0,3,4,6,24.0,1552.0,4,0,1552,2,3,3,0,3.0,144,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,212900
67.0,16285,7,5,0.0,3,4,1,0.0,1413.0,4,0,1430,2,3,3,0,2.0,0,33,0,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,187100
34.0,3230,6,5,1129.0,2,4,6,419.0,729.0,3,729,1458,2,2,2,1,2.0,0,32,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,176000
68.73849737914968,21579,6,6,0.0,2,4,4,813.0,1488.0,4,0,1488,2,3,2,2,2.0,0,0,216,39,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,215000
64.0,8320,7,5,0.0,3,4,6,490.0,770.0,4,812,1582,2,3,3,0,2.0,0,45,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,185900
60.0,6960,4,6,0.0,2,3,5,375.0,864.0,2,0,864,1,3,3,0,2.0,96,0,0,39,39,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,120500
60.0,21930,5,5,0.0,3,4,1,0.0,732.0,4,1104,1838,2,4,2,1,2.0,100,40,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,192140
60.0,6600,5,9,0.0,3,3,5,641.0,816.0,4,0,816,1,3,3,1,1.0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,130500
50.0,8405,4,3,0.0,2,0,0,0.0,0.0,2,441,1529,2,4,2,0,1.0,92,0,185,64,59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,98000
91.0,11778,9,5,554.0,3,4,6,2085.0,2271.0,4,0,2276,2,3,4,2,3.0,0,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,475000
60.0,8967,5,2,0.0,2,2,1,0.0,961.0,3,0,1077,1,2,2,0,1.0,0,0,0,87,57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,67000
86.0,10562,8,5,300.0,3,5,6,1288.0,1582.0,4,551,2161,1,3,4,1,3.0,178,120,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,325624
44.0,12864,7,5,0.0,3,4,6,1392.0,1409.0,4,0,1409,1,1,3,1,2.0,0,144,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,245000
66.0,13695,5,5,0.0,2,3,6,646.0,1114.0,4,0,1114,1,3,3,0,2.0,0,102,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,159000
79.0,10289,5,7,168.0,2,3,5,836.0,1073.0,2,0,1073,1,3,2,0,2.0,0,0,0,42,42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,156000
105.0,15431,10,5,200.0,4,5,6,1767.0,3094.0,4,0,2402,2,2,4,2,3.0,0,72,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,555000
68.73849737914968,11120,6,6,0.0,2,4,4,660.0,1232.0,2,0,1232,2,3,2,0,2.0,0,0,0,24,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,162500
73.0,9069,6,8,0.0,3,4,2,261.0,1344.0,3,0,1440,2,2,3,0,4.0,288,0,0,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,224500
68.73849737914968,47280,6,5,44.0,2,3,1,0.0,1488.0,3,0,1488,2,3,2,1,2.0,0,0,180,58,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,133000
63.0,7875,7,5,0.0,3,4,1,0.0,783.0,4,702,1509,2,3,3,1,2.0,0,75,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,180000
60.0,6600,5,6,0.0,2,3,6,638.0,845.0,3,0,845,1,3,3,0,1.0,0,0,0,26,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,134500
66.0,13682,10,5,1031.0,4,5,1,0.0,1410.0,4,1519,2945,3,3,3,1,3.0,192,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,438780
101.0,9150,6,5,305.0,2,4,6,371.0,1099.0,3,0,1431,1,3,2,1,1.0,64,110,0,46,46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,165000
65.0,7150,5,5,60.0,2,3,4,432.0,892.0,2,0,892,1,3,2,0,1.0,0,0,0,42,42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,100000
